"";"user_id";"user_created_at";"admin";"created_by";"sign_in_count";"last_sign_in_at";"accept_terms_and_conditions";"accept_data_privacy";"gender";"country";"work_country";"work_district";"job_position";"job_sector";"found_over";"company_size";"job_status_edu_fulltime";"job_status_edu_parttime";"job_status_employed_fulltime";"job_status_employed_parttime";"job_status_selfemployed";"job_status_houskeeping";"job_status_unemployed";"job_status_retired";"educational_achievement";"consultant";"registration_age";"registration_ageKat";"session_id";"session_created_at";"version";"quest_id";"reasons";"emotions";"strengths";"utilization";"completed";"completed_at";"reason_of_attendence";"story";"categories";"favirte_image";"emotion_recognition_enabled"
"66";"5b2a518d05b8c5524b10f36d";2018-06-20;"false";"";12;"2020-04-28 08:30:46 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";43;"40-49";"5e7cbb3f9fdb0538c4556d82";"2020-03-26 15:25:03 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"67";"5b2a518d05b8c5524b10f36d";2018-06-20;"false";"";12;"2020-04-28 08:30:46 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";43;"40-49";"5e8e197e9fdb050d22b4d90e";"2020-04-08 20:35:48 +0200";0;"";"Hintergrund ist harmonisch, aber sekundär. Ihre Schmuckstücke - selbst gewählt, nicht ""passend"", aber geben ein abgerundetes Bild dieser Persönlichkeit. WIlde Haare. Lachender Mund. Herzlichkeit. Es geht ihr gut.";"Freude. Neugierde. Gelassenheit. In sich ruhen. Zuversicht. Im Moment sein. Glück. ";"Vertrauen. Im Moment leben. Herzlichkeit. Offenheit. Sich selber sein. Freude an sich und am Leben. Lebensfreude. ";"Bei mir sein. Freude haben an dem, was ist. Im Moment leben. Das Positive sehen. Unangenehme Gefühle zulassen und wieder loslassen.";"true";"2020-04-08T20:38:18+02:00";"serious";"Ein kleines Mädchen, nein: ein Mädchen. Sie ist zufrieden mit sich und der Welt. Sie hat sich geschmückt und ist raus, um die Welt zu entdecken. Sie gefällt sich, merkt es aber gar nicht. Sie ruht in sich. Und lacht in die Welt. Und die Welt lacht zurück. Sie kann aber auch anders: ernst sein, wütend, traurig, zornig, nachdenklich. Aber wie auch immer sie sich fühlt - sie ist bei sich. Authentisch. Sie selber. Und nach dem Wutanfall lacht sie wieder. Was war, ist vorbei. Nun ist ein neuer Moment und sie lacht. Das ist momentan wichtig. Was vorher war, ist vorbei. ";"Entspannt in sich ruhen, Ziel erreicht, frischer Anfang";"./kinder-pixabay-9_maedchen_lachen.jpg";"false"
"68";"5b2a518d05b8c5524b10f36d";2018-06-20;"false";"";12;"2020-04-28 08:30:46 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";43;"40-49";"5e8c19589fdb0540627f0771";"2020-04-07 08:10:39 +0200";0;"";"Ruhe, Konstanz, Vertrauen, Ziel, Einkehr, Gelassenheit. Das Schwarz dazwischen.";"Zuversicht, Schritt für Schritt, Freude, Ohne Dunkel kein Hell, Ohne Hell kein Dunkel, Schimmer im Dunkel, ";"Selbstbestimmung, selber wählen, Geduld, Vertrauen, Vielfalt erkennen, leben und geniessen, Weiterentwicklung, Zuversicht, Kraft, Helligkeit ins Dunkel bringen";"Schritt für Schritt gehen, das Ziel im Auge behalten, im Moment sein, Farbigkeit/Schönheit im Moment erkennen und geniessen, das Ganze im Auge behalten, Auch das Dunkle wertschätzen";"true";"2020-04-07T08:13:23+02:00";"serious";"Ich bin in einem magischen Raum, voller Bilder, die in einer spirale angeordnet sind. Es gibt keinen Anfang und das Ende ist weit oben (oder unten? - das ist nicht relevant) und leuchtet hell. Es gibt keinen Anfang in dieser Geschichte, es sei denn, meine Geburt. Ich schreite von Bild zu Bild. Meistens vorwärts, manchmal auch rückwärts. Bei einigen Bildern verharre ich lange, bei anderen gehe ich rascher weiter. Ich tauche ein in jedes Bild, in jede Geschichte. Manchmal lang, manchmal kurz. In einigen bin ich alleine, in anderen mit anderen Menschen zusammen. Einige sind reell, andere in meinem Kopf, meiner Erinnerung, meiner Fantasie. Einige sind Bücher, die ich lese, Geschichten, die ich höre, Erlebnisse, die ich selber erlebe. Einige sind schön, machen mich glücklich, in einigen lerne ich etwas, in einigen geniesse ich nur, einige sind schwierig, machen mich traurig, wütend, zornig, verzweifelt, frustriert, andere entspannen mich, geben mir Kraft. Ich wähle selber, wie lange ich bei jedem bleibe. Oder ist es mir vorgegeben? Wenn ja, von wem? Nein, ich darf selber wählen, mit welchen Themen ich mich beschäftige, was meine Aufgaben sind, wo ich mich wie lange verweilen will - ich werde schon meine Gründe dafür haben. Diese Geschichte hat auch kein Ende, wenn nicht mein Tod. So wandere ich immer weiter. Und das leuchtende Ende bleibt immer ein Stück weit entfernt. Bis es dann eines Tages erreicht sein wird. Doch um das geht es in dieser Geschichte nicht. Es geht um die Bilder, die im Moment vor mir, bei mir sind. Und darum, was ich mit ihnen mache.";"stetig ruhig aufwärts vorwärts, weitblick, schafer blick, einblick, vorwärtsbewegung, im eigenen tempo, ruhig, obwohl bewegt";"./abstrakt-pixabay-9_glasfenster.jpg";"false"
"69";"5b2a518d05b8c5524b10f36d";2018-06-20;"false";"";12;"2020-04-28 08:30:46 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";43;"40-49";"5e9b59da9fdb052fcf29d659";"2020-04-18 21:49:55 +0200";0;"";"Rennen, spritzen, wer hat den Stecken? Egal. Schöner Hund, Hündin?. Wer ist vorne? Das wechselt. Das Wasser ist nicht tief, gerade richtig.";"Ruhe trotz Bewegung, Freude, Entspannte Spannung, Im Moment genau richtig. ";"Die Bewegung, das Gemeinsame, die Frische des Wassers, das Abenteuer (ohne Risiko), die Lebensfreude.";"Wir sind ein Team, mal ist jemand vorne, mal die andere Person. Egal, wer den Stecken trägt. Wir sind beide wichtig. Es ist ok, wenn es spritzt. Wir werden wieder trocken. Schütteln hilft.";"true";"2020-04-18T21:52:19+02:00";"serious";"Zwei Tiere sind unterwegs. Im Wasser. Sie rennen. Sie springen. Sie sind lustvoll unterwegs. Es ist anstrengend. Sie haben einen Stecken ergattert, resp. eines davon. Nun rennen sie damit durchs Wasser. Um die Wette? Nein, einfach um der Freude am Rennen willen. Momentan ist das eine vorne, vorher oder nachher auch mal das andere. Sie werden nass, doch das kümmert sie nicht. Sie rennen, gemeinsam. Das macht ihnen Freude. Das Rennen und das Gemeinsame. Und wenn sie genug gerannt haben, gehen sie an Land. Sie stehen hin. Sie schütteln sich. Das Wasser spritzt nach allen Seiten. Und nochmals. Dann ruhen sie sich aus. Oder machen etwas anderes. Alleine oder zu zweit. Auf jeden Fall zufrieden, mit sich, dem Sprint, ihrem Leben.";"Einfach sein, nicht nachdenken, dazugehören, Gemeinschaft, Ausruhen, erholen";"./tiere-pixabay-8_zwei_hunde.jpg";"false"
"70";"5b2a518d05b8c5524b10f36d";2018-06-20;"false";"";12;"2020-04-28 08:30:46 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";43;"40-49";"5e7da0779fdb055fbcb2a138";"2020-03-27 07:43:10 +0100";0;"";"Neugierde, Interesse, Lebensfreude, Optimismus";"Hoffnung, Zuversicht";"Gemeinschaft, Lernmöglichkeiten, dazugehören, positiver Blick in die Zukunft";"Für die Bewältigung des Alltags, fürs Studium.";"true";"2020-03-27T07:45:07+01:00";"serious";"Es ist Morgen. Ich bin in die Schule gekommen. Alle meine Freundinnen und Freunde sind auch da. Plötzlich erscheint jemand beim Schulhaus, jemanden, den wir noch nie gesehen haben. Wir fragen uns, wer das sein könnte. Die Person beginnt zu sprechen und erzählt uns etwas Positives, das mich Neugierig macht: dass ich und andere Kinder in eine grosse Schule in der Stadt gehen dürfen nach den Ferien. Das freut mich sehr! Ich werde diese guten Nachrichten mit meinen Freundinnen und Freunden besprechen und sie nach dem Unterricht meiner Familie verkünden.";"Ruhe, Erholung, Natur, Bewegung, Sport, Geschwindigkeit, Lebensfreude, Neugierde, Musik, Bewegung, Sinnlicher Genuss, Essen, Natur, Unterwegs, Entdecken, Offenheit, Weite";"./kinder-pixabay-2_junge_blau.jpg";"false"
"71";"5b2a518d05b8c5524b10f36d";2018-06-20;"false";"";12;"2020-04-28 08:30:46 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";43;"40-49";"5e7d9e6b9fdb055fbcb2a130";"2020-03-27 07:34:19 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"72";"5b751cf305b8c53d7c1900ee";2018-08-16;"false";"";5;"2020-04-21 13:58:38 UTC";"";"";"f";"CH";"CH";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;1;0;1;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";28;"20-29";"5e9efc0e9fdb051570cdae4b";"2020-04-21 15:58:38 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"73";"5b793a4005b8c564029cd5e3";2018-08-19;"false";"";2;"2020-04-15 20:50:32 UTC";"";"";"m";"CH";"CH";"ZH";"Fachspezialist/-in";"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";"Empfehlung";250;0;1;0;1;1;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";35;"30-39";"5e9778309fdb054319dcd4a1";"2020-04-15 23:10:44 +0200";0;"";"";"";"";"";"true";"2020-04-15T23:14:07+02:00";"test";"";"Ferien, Freizeitbeschäftigung, Spiritualität, Genuss, Lebenssinn, Freude an, Sinnlichkeit, Natur";"./abstrakt-pixabay-7_haende.jpg";"false"
"74";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e79ddff9fdb0579c2a45821";"2020-03-24 11:16:31 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"75";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e79dd2d9fdb0579c2a45820";"2020-03-24 11:13:01 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"76";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e7db3c49fdb055fbcb2a193";"2020-03-27 09:05:30 +0100";0;"";"Durchatmen";"Freiheit, Aussicht, aber auch diffuses";"Weitblick, teilweise die Übersicht im näheren Bereich";"";"true";"2020-03-27T09:07:20+01:00";"serious";"";"Essen und Genuss, Mensch, Sport/Erlebnis, Natur, Kultur, ";"./landschaft-pixabay-1_berge_blau.jpg";"false"
"77";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e79dcff9fdb0579c2a4581f";"2020-03-24 11:12:15 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"78";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e79df499fdb0579c2a45828";"2020-03-24 11:22:01 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"79";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e7e1bea9fdb05745bd7064e";"2020-03-27 16:29:46 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"80";"5b86602b05b8c53b07d9ca99";2018-08-29;"false";"";5;"2020-03-27 15:29:46 UTC";"";"";"m";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: IAP Institut für Angewandte Psychologie";49;0;1;0;0;0;0;0;0;"Bachelor";"";36;"30-39";"5e79dbd49fdb0579c2a4581e";"2020-03-24 11:07:16 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"81";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9db00c9fdb055a4de30816";"2020-04-20 16:22:04 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"82";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9dae209fdb055a4de307f1";"2020-04-20 16:13:52 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"83";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9dae429fdb055a4de307f2";"2020-04-20 16:14:26 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"84";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9dbba39fdb055a4de30913";"2020-04-20 17:11:31 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"85";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9dcfb89fdb055a4de30bc5";"2020-04-21 09:26:49 +0200";0;"";"Der Adler ist im Gelitmodus nicht im Sturzflug";"Es beruhigt mich (Gefühl von Ruhe und Gelassenheit)- da der Adler sein Ziel treffen wird obwohl er noch am gleiten ist";"Zielstrebigkeit, Genauigkeit, Treffsicherheit, Schnelligkeit, Fokus, Konsentration, –> das Ziel wird schon getroffen werden";"Ich befinde mich im Abwartemodus. Ich fühle mich unter Druck da ich noch am gleiten bin. Ich sehe mein Ziel aber ich stürze mich nicht darauf. Die Beunruhigt mich.";"true";"2020-04-21T09:30:18+02:00";"serious";"Der Adler verlässt seinen Ast und begibt sich in die Lüfte. 
Er gleitet lange über den Wolken und bewegt sich in grossen Kreisen über der Landschaft. An manchen Tagen gleitet er stundenlang, ohne zu wissen, wohin seine Reise ihn führt. Es gibt Tage, an denen er ohne Beute zurück in sein Horst kehrt. Der Adler ist sehr geduldig - er trifft keine überstürzten Entscheidungen.
Heute ist er sehr entschlossen. Nach einer Weile sieht er sein/ein Ziel. 
Er verfolgt das Ziel behutsam aus grosser Distanz. Er verliert es nicht aus den Augen. 
Wenn sich für ihn die richtige Gelegenheit bietet, nähert er sich. Sehr fokussiert und treffsicher schiesst er auf das Ziel und packt zu.
Zufrieden kehrt er zurück, um bald erneut auf Beutejadgt zu gehen.";"Ergeiz, Essen, Natur , Unterwegs, Entspannen, Gefühle";"./tiere-pixabay-1_eagle.jpg";"true"
"86";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9ea9af9fdb051570cda4e9";"2020-04-21 10:07:14 +0200";0;"";"";"";"";"";"true";"2020-04-21T10:08:50+02:00";"test";"Bitte versuchen Sie jetzt, eine Geschichte darüber zu erfinden, was in diesem Bild gerade vorgeht und was vorher geschehen ist. Versuchen Sie eine abgeschlossene Geschichte zu erzählen, die einen Anfang, ein Mittelstück, und ein Ende hat. Es gibt keine «richtigen» oder «falschen» Geschichten. Schreiben Sie also die Geschichte darüber, was Ihnen als erstes in den Sinn kommt. Rechtschreibung und Grammatik sind völlig unwichtig. Es ist dagegen wichtig, dass Sie sich vorzustellen versuchen, was in diesem Bild vorgeht, und darüber eine Geschichte schreiben.  Es gibt keine «richtigen» oder «falschen» Geschichten. Schreiben Sie also die Geschichte darüber, was Ihnen als erstes in den Sinn kommt. Rechtschreibung und Grammatik sind völlig unwichtig. Es ist dagegen wichtig, dass Sie sich vorzustellen versuchen, was in diesem Bild vorgeht, und darüber eine Geschichte schreiben.  Es gibt keine «richtigen» oder «falschen» Geschichten. Schreiben Sie also die Geschichte darüber, was Ihnen als erstes in den Sinn kommt. Rechtschreibung und Grammatik sind völlig unwichtig. Es ist dagegen wichtig, dass Sie sich vorzustellen versuchen, was in diesem Bild vorgeht, und darüber eine Geschichte schreiben. ";"12, 123, bas";"./landschaft-pixabay-1_berge_blau.jpg";"false"
"87";"5bbc7b8805b8c51bb3145b4b";2018-10-09;"false";"";7;"2020-04-22 10:03:35 UTC";"";"";"m";"CH";"CH";"LU";"untere Führungsstufe (z.B. Teamleitung)";"Gesundheits- und Sozialwesen";"Über mein Bachelorstudium Psychologie";49;1;0;0;0;0;0;0;0;"Berufs- oder Fachmaturität";"";29;"20-29";"5e9dafee9fdb055a4de3080b";"2020-04-20 16:21:34 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"88";"5beaa39c05b8c5796b8de45f";2018-11-13;"false";"";4;"2020-03-27 07:21:09 UTC";"";"";"f";"CH";"CH";"AG";"Fachspezialist/-in";"Gesundheits- und Sozialwesen";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";250;0;0;1;0;0;0;0;0;"Bachelor";"";29;"20-29";"5e7da9659fdb055fbcb2a192";"2020-03-27 08:21:09 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"89";"5beb48fb05b8c54e70a868e5";2018-11-13;"false";"";11;"2020-04-19 15:20:43 UTC";"";"";"f";"CH";"CH";"ZH";"Sachbearbeiter/-in";"Gesundheits- und Sozialwesen";"Über meine Beratungsperson: Öffentliche Berufs-, Studien- und Laufbahnberatung";250;0;1;0;1;0;0;0;0;"Bachelor";"";30;"30-39";"5e7b3a939fdb053b5ff9fac8";"2020-03-25 12:06:24 +0100";0;"";"wunderschöne Natur, romantisches & warmes Licht, stolzer Berg";"Glückseeligkeit, Innere Stärke & Kraft, Naturverbundenheit";"Die reine, perfekte Natur. Es macht sich eine innere Ruhe breit und ich fühle mich frei & leicht.";"Diese positiven Bilder&Gefühle in schwierigen Momenten innerlich aufzurufen und mich in diese Szene reinzuversetzen.";"true";"2020-03-25T12:10:34+01:00";"serious";"Nelly und ich hatten lange, sehr lange auf diesen Moment hingefiebert und konnten es kaum erwarten, endlich den Gipfel zu erreichen. Schweissnass und völlig ausser Puste schafften wir es gerade noch rechtzeitig und der Anblick der sich uns dann bot war einfach nur atemberaubend. Pünktlich zum Sonnenuntergang durften wir den Rütisberg, unseren absoluten Lieblingshügel in den schönsten Farben des Abendrots betrachten. Die Erhabenheit und Standfestigkeit des Berges verschaffte uns einen Moment der Ruhe und Glückseligkeit. Wir wussten, solche Gefühle konnte nur die Natur und ihre wunderschönen Berge vermitteln. Jedes Mal wenn wir an diesen Ort kamen, gingen wir wieder gestärkt von ihm zurück, es war sozusagen ein Kraftort für uns. Viel zu oft sind wir ja in dunklen, unnatürlichen Räumen eingeschlossen und viel zu weit entfernt vom Ursprung. Deshalb müssen wir der Natur grosse Sorge tragen - sie ermöglicht uns diese Traumreisen und wir brauchen sie um Abstand zu gewinnen - sie hingegen benötigt uns nicht. In diesem Sinne wollen wir danke sagen und machen uns seelig und befreit auf den langen und weiten Abstieg. ";"Schönheit&Vielfalt der Natur, Pure Lebensfreude, Kunst, Genuss&Entspannung, Liebe&Geborgenheit";"./landschaft-mv-05_36_Grosser_Mythen.jpg";"true"
"90";"5beecfc905b8c56863fca8b8";2018-11-16;"false";"";2;"2020-04-21 07:24:15 UTC";"";"";"f";"CH";"";"";NA;"";"Inserat";NA;1;0;0;0;0;1;0;0;"Bachelor";"";22;"20-29";"5e9e9fca9fdb051570cd9fe0";"2020-04-21 09:24:58 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"91";"5beecfc905b8c56863fca8b8";2018-11-16;"false";"";2;"2020-04-21 07:24:15 UTC";"";"";"f";"CH";"";"";NA;"";"Inserat";NA;1;0;0;0;0;1;0;0;"Bachelor";"";22;"20-29";"5e9ea6b19fdb051570cda09d";"2020-04-21 09:54:25 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"92";"5beecfdf05b8c56863fca8b9";2018-11-16;"false";"";2;"2020-04-21 07:24:40 UTC";"";"";"f";"CH";"";"";NA;"";"Empfehlung";NA;1;0;0;0;0;0;0;0;"Bachelor";"";24;"20-29";"5e9e9fdf9fdb051570cd9fe1";"2020-04-21 09:40:02 +0200";0;"";"Frische Luft, Morgenduft, Frühling";"Freude, Zuversicht, Sicherheit und Wohlbehagen";"die Blumen, sie erinnern mich an mein Zuhause, wo ich aufgewachsen bin. Das löst in mir das Gefühl der Sicherheit aus, da dies einer der schönsten Orte für mich ist. ";"Wenn ich mich rastlos fühle oder Stress ausgesetzt bin, kann mir dieses Bild Ruhe vermitteln";"true";"2020-04-21T09:44:43+02:00";"serious";"Ich stehe mitten in einem lichten Wald auf einer Blumenwiese. Es ist Frühling und die Blumen blühen in ihrer vollen Pracht. Ich stehe einfach da und bewundere die Schönheit dieses Waldes, die alten Bäume und die schönen lila Blumen, rieche den Duft des Waldes, die frische, wohlrichende Morgenluft.  Heute morgen bin ich sehr früh aufgestanden, als der Tag erst anfing, es war noch dämmerig. Danach lief ich über Wiesen und Hügel in die Richtung dieses Waldes. Nun stehe ich da. Als nächstes werde ich durch den Wald spatzieren, dem Gesang der Vögel lauschen, die Frühlingsbrise in meinem Gesicht spüren und meine Wanderschaft fortsetzten, zu weiteren, schönen Orten. ";"Freiheit, Lebensfreude, Herzig, romantisch";"./landschaft-pixabay-2_bluebells.jpg";"true"
"93";"5beed96805b8c56863fcab10";2018-11-16;"false";"";3;"2020-04-20 14:23:41 UTC";"";"";"f";"CH";"";"";NA;"";"Über mein Bachelorstudium Psychologie";NA;1;0;0;0;0;1;1;0;"Höhere Fach- und Berufsausbildung mit eidg. Fachausweis, eidg. Diplom oder Meisterdiplom, Höhere Fachschule für Technik";"";34;"30-39";"5e9db0fa9fdb055a4de3084e";"2020-04-20 16:26:02 +0200";0;"";"";"";"";"";"false";"";"";"";"";"";""
"94";"5bf533dc05b8c51ed7260922";2018-11-21;"false";"";8;"2020-04-05 07:58:08 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";38;"30-39";"5e7cb01a9fdb0538c45569c0";"2020-03-26 14:40:55 +0100";0;"";"Sonnenstrahlen, Weite";"Das Betrachten der untergehenden Sonne und der weiten Hügellandschaft löst bei mir ein Wohlbehagen aus. ";"die Sonne, die Weite, der Überblick, die frische Luft, unterwegs sein. Die Möglichkeit, aus etwas fast alltäglichem (der Sonne) Kraft zu schöpfen.";"Es ist wichtig, immer wieder Kraft zu schöpfen sei es im beruflichen oder privaten Leben. Dabei sollte man immer wieder aktiv Kraftquellen aufsuchen, aber auch unverhoffte Kraftspender positiv auf sich wirken lassen.";"true";"2020-03-26T14:45:07+01:00";"serious";"Ein Mann mit einer blauen Jacke steht auf einem Hügel und betrachtet den Sonnenuntergang. Er sieht die letzten Strahlen hinter einem entfernteren Hügel verschwinden. Er lässt sich das Gesicht von den warmen Sonnenstrahlen wärmen und geniesst dieses unmittelbare Erlebnis voll und ganz. Schon vorher liess er seinen Blick immer wieder in die Weite schweifen und sog dieses Gefühl der Weite und Natur in sich auf. Er ist zuvor eine Weile gelaufen, um an diese Stelle zu gelangen und wird nach Sonnenuntergang wieder an seinen Ausgangspunkt zurück kehren. Er mag die Sonne sehr.";"Natur, Weite, erkunden, bewegen";"./landschaft-pixabay-3_sonnenaufgang.jpg";"true"
"95";"5bf533dc05b8c51ed7260922";2018-11-21;"false";"";8;"2020-04-05 07:58:08 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;"Master, Lizentiat, Diplom, Staatsexamen, Nachdiplom";"";38;"30-39";"5e7c57fb9fdb05725c35304d";"2020-03-26 08:21:31 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
"96";"5c3f2bae9fdb056dc4faedb1";2019-01-16;"false";"";6;"2020-03-25 21:18:08 UTC";"";"";"f";"CH";"";"";NA;"";"Über meine Weiterbildung: MAS Berufs-, Studien- und Laufbahnberatung";NA;0;0;0;0;0;0;0;0;NA;"";48;"40-49";"5e7bc5549fdb053b5ffa08be";"2020-03-25 21:55:48 +0100";0;"";"";"";"";"";"false";"";"";"";"";"";""
